tweets,label
"aisa lag raha hai mujrim jinhon ne is mulk ko loota hai, jin ko adaalat ne saza di hai, wo is mulk ke shehri hein, baqi aam jitney bhi shehri hein wo wajibul qatal hein",H
Aisa lagta hay kisi nay teri gaand mn 10 horse power ka engine fit kr dia ho,H
"Aisa meri 65 sal ki umer mei nahi howa jo aj ho raha, Allah yum sub per rehum fermay. Hum kis traf nikal parry hei. Bohat afsoos ho raha hei. Humari family ye deikh ker ya sun ker kia kahy gi ke hum is qader neech hein. Begherto sharam kero apny app ko itna na girawo.",H
aisey darindon ko dekhtey hi goli maar deni chahiye,H
aisey do takkay ke naam nehad sahafi apna youtube channel hit kernay ke liye shareef logon per jhootey ilzam lagatey hein,H
aisey hi thok ke rakho kanjaron ko,H
aisey kanjaron ko bharey bazar mein maar perni chahiye,H
aisi shakal tb bnti hai jb kisi ko johny bhai ka lulla dal jaye,H
aisy hi bund martay raho inki,H
aisy hi chalta raha to tjy khanzeer banny mein zyada der nahi lagy gi,H
aisy log hoty hn jo apni phunno kaat k khaa lety hn,H
aisy log hoty hn jo apni potti khaa lety hn,H
Aisy police walon ki wajah se pura Pakistan badnam hota hy,H
aj kal ki randiyan bht khully aam dhamkiya deti hain wah kiya zamana gaya hai,H
aj sherry engineer doctor bna hota tw hm b momina bhabi kehtay pr hamara sherry tw nikkama hai,H
Aja Aja...jLdi se..Delhi ki sadko pe..fir se awaaragardi krenge ,H
ajeeb bakrichod qom hai afghanio ki,H
ajeeb chutyon wali zindagi guzaar rha hun main aaj kal,H
"ajeeb fraud insan ho tum, tum ne video mein ghalt ilzam lgaye hein",H
ajeeb hai tu bsdk tbyt se farigh insan,H
Ajeeb hi aurat hai wese ,H
ajeeb kuttay ke bachay hain ye media walay,H
ajeeb maha chutiya banda hai tu wesy,H
"ajeeb mantaq he Pakistan ke liye jamhoriat ki baladasti
aur afaanstan ke liye taliban baladasti agar afaanstan mein yeh log ( dehshat kard taliban ) up ko achay lagtay hai to mein Pakistan mein moqa day kyunkay Pakistan waisay laa ilaha  ke naam pay bana hy agar aap Islamabad mein jamhoriat aur kabul mein zor zabardasti ki Shariat ke haami hain to aap munafiqeen mein se hain .",H
ajeeb mixed ghussa plus laughter feels XD,H
ajeeb randi khana khola hua hai bey,H
"ajib jahil aurat hei, mre smne hti to aik nawaz sharif ki trh chappal prhti :@",H
Ajmal Kasab k bhai Hira mandi ki padaish bagh yahase bhikari mc,H
ak aunty ni kahrye ho kar kar di hy PTI walo,H
ak pakistan ein knjro ko tasleem kry ga,H
akhrar lora kal se ghaib hai nazar nahi aaya,H
alarm laga ker so na bhosrike,H
aleem ke mamoon aur walid eik hi insan hai,H
"aleema khan ki arbon rupey ki property saabit ho gayi hai, unke khilaf kuch nahi huwa",H
aleena tum mjy bahut pasand ho mery sath sex kr lo,H
alex bhatti ki gandi olad hai tu,H
Alex ke ghair sanjeeda rawayye ki wajah se hamen nuqsan uthana para,H
Ali ki speech ne opponents ko jala k rakh dia,H
Ali wazeer ne sirf itna kaha tha ke yeh dehshat gardi ka game reyasti idaray chalati hai to is ko jail mein dala gaya,H
"ali zaidi ki safai mohem se shehar aur ganda ho raha hai, naalon ka kachra utha ker shehar hi mein phenka ja raha hai",H
ali zaidi ne naalon se kachra nikal ker shehar mein phela diya,H
ali zaidi sahab ne ager shehar hi ganda kerna hai to ye mohem hi khatam ker dein,H
aligarh ka naam musalmanon se shadeed nafrat ki wajah se tabdeel kia geya hai,H
alisa means randi in urdu,H
Allah aisy jahil logon ko kabi na bakhshy,H
Allah aisy police walo ko tabbah kray gandy ghtya log,H
"Allah azab bhejy in per, mar jayen dafa ho jayen",H
Allah bas pakistani shehri per meherbaan hotay hein,H
Allah gharq kare police walon ko,H
Allah ham sub ko him at or gerat dye ,H
Allah k bando aksar jago pe mardo ko bhi harass kiya jata hay.es ka kon pochay ga.,H
Allah ka wasta hai ban kro is kuttay ke show ko,H
Allah kary tu mar jaye badtamiz,H
Allah kary tu maray rundi aurat,H
Allah kary tumhari nasal tabah o barbaad ho jaye,H
ALLAH ke lahnat beshmar o Hazrat Abu Talib AS k imman par shak karne walon par,H
Allah ki qasam aaj tu khatam hai,H
ALLAH KISI MAA KO IMRAN KHAN NA DEY...AMEEN,H
Allah pak ISS ko tabhaa o brbad firhon ki tra nishan hebrt banay Aameen sumaa Aameen,H
Allah pak zalemon ke Qead sa Afia sadeqe ko Rehaye Ata Farmaya Zalemon ko Nest O Nabod Farmaday,H
ALLAH RAB UL IZAT malgoon perwaz musharf or us k itahdiyo ko zalil o ruswa or byimani ki mout dyy,H
Allah taala ka ghazab un logon per nazil ho jinhon ne pakistan ko loota hai,H
ALLAH UNY is aziat sy nijat dlay or malgoon dalal bygert parwaz musharf or humari Army k Gernalo hukmrano ko zilat o ruswae k zindagi ata krt bger iman k mout dy,H
allama tahir ul qadri reyasat bachaney ke dawedaar thy lekin woh seyasat se bhi hath dho bethay,H
Amaaa Teri Aqal ko salam,H
"aman aur jung donon ke liye tayar hein, jung apney zor e bazu per larren gey aur bharat ko maza chakha dein gey",H
Aman Ullah KhanKuty k bchy kon gali dy rha hai foj ko .....?Kun phtt rhi hai teri ....???,H
"america ager dunya mein aag lagaye ga to apna ghar bhi lapait mein aye ga, usey apney faislon per nazar e sani kerni chahiye",H
"America mein kisi ko bhi tameez nahi hai, bohut burey log hein wo",H
America murda baad. Lanat in so called humanitarians pay aur in politicians pay..,H
america ne saray islami mulko ko tabah kar lia ab agli baari Pakistan ki hai ,H
"america se in musalmanon ko nikalo, ta'k koora saaf ho idher se",H
amir bhai aap bohut harami ho,H
amir bhai jan mangy gy jan dein aur gand mangen gy to gand b dein gy,H
amir bhai khud bht bary bakchod hn,H
Amir bht waqar hdi lanti bhao lanti bhai,H
Amir ko gheebat kerney ki bohut buri aadat hai,H
amir liaqat tu waqae dalla hai dalla,H
amir maseeh ki postmortem report mein police ka tashaddud sabit ho gaya,H
amir per jismani tashaddud kiya gaya,H
amir se shadi ke baad meri zindagi jahannum bn gayi hai,H
amir to bachpan se hi bondi hai,H
amit shah btayen ager kashmir mein halaat theek hein to phir log band karobar per sarapa ehtejaj kyun hein?,H
amna ko is tarah khulley aam dhamkiyan deney per foran giraftar ker lena chahiye,H
amnesty international ka kashmir mein communication shutdown per eik bar phir tahaffuzaat ka izhaar,H
amreeka aalami banking nizam ka faida utha ker daaku bn gaya hai,H
amreeka aalmi dehshatgard hai aur iska saboot usne irani general per hamla ker ke diya hai,H
amreeka apni badmaashi fori tor per band karey,H
amreeka aur israel donon maa k loray hain,H
amreeka k sarey habshiyon ko khatam kr dena chahiye,H
amreeka ka afghanistan mein nakaami per pakistan ko ilzam dena ghalt hai,H
amreeka ka aman mukhalif muakkaf dunya ko nazar aye ga aur muzakraat muattal kernay ka zayada nuqsan amreeka ko hi hoga,H
amreeka ka kehna hai ke saudia ki tail tanseebat per hamley ka zimmeydaar iran hai,H
amreeka ke sadar donald trump ne kaha hai ke taliban ko badtareen tareeqey se aisa nishanah banayen gey jo pehlay kabhi nahi banaya gaya hoga,H
amreeka khittey ka thanedaar bana hua hai,H
amreeka ki janib se hamla kerna eik intehai khatarnak aur ahmeqanah harkat hai,H
amreeka ko koi baat pasand nahi aati to hamley ke liye apna drone bhej deta hai,H
amreeka ko pabandiyan laganey ki latt lag chuki hai,H
amreeka ne dobara hamlah kiya to jawab mazeed sakht hoga,H
amreeka ne iran per mazeed sakht pabandiyan laga di hein,H
amreeka ne jahan hamley kiay wahan ke awam ke bunyadi haqooq bhi khatam ho chukey hein,H
amreeka ne muslim mumalik se aaney walon per pabandi laga di hai,H
amreeka salamati council ki baat manta hai na ehteraam kerta hai,H
amreeka se general sulemani ke qatal ka badla liya jaye ga,H
amreeki akhbar new york times ne kashmir mein bharti muzalim ka bhanda phor diya,H
amreeki aurat ho aur randi na ho ye ho nahi sakta,H
amreeki channel ne apni report mein bharti wazeer e azam narendra modi ko chaye wala wazeer e azam qarar detay huwey unka mazak uraya hai ,H
amreeki hijron ko afghanistan mai zalalat hi uthani pari hai,H
amreeki ho aur kanjar na ho aisa ho nahi sakta,H
amreeki ho aur nasal parast na ho ye ho nahi sakta,H
amreeki kutton ko is hamley ka moun tor jawab diya jaye ga,H
amreeki news anchor ne apney siyah fam saathi ko gorilla keh diya,H
amreeki sb se zyada harami hoty hn,H
amreekiyon ko bhonkney ki aadat hai,H
amrica dehshat gard hy lanat,H
Amrica kota he,H
"an, woh mila jo –apne shagird ki gaand mar raha tha, bara liberal tha na o",H
anari aur nalaiq hakumat pakistan ke mustaqbil ke liye khatra bn chuki hai,H
anari hukmaran ne mulk ka wo haal ker diya jo koi dushman bhi nahi ker sakta tha,H
anchor syed Ali Haider tum bhi nangi league ka lifaafa Khor aur haraam ho aur nangi league ka paala sun-hwa palton kutta ho,H
And we thank pak army for your historic surrender,H
Andaza to tha hi aj dekh b lia Patwario ko peda karne wali zang Alood Machine ,H
andhay ko tou kuch nazar nahi ata pasay nazar a jatay hain in haramio ko sar par charhana nahi chahiy,H
angrez tameezdar kabi nai ho skta,H
Angrezon k koty nihlena valy kon tay us pay b zara roshni daly.. Dictator sahab,H
angrezon ne soch samajh ker musalmanon ka taleemi nizam khatam kiya aur angrez ke taleemi nizam ne tabqaat paida kiye,H
anni yahoodan ka bacha yahan se guzarney hi nai deta,H
anshuman tu eik number ka chootya hai,H
Anti ap v tutti hoi a... :-D,H
Anti da wadda rolaa aaaa,H
anty zra holy ,H
Ao tmhe beef khilaon indian musalmano,H
Ap aap sahi kaam ni kr rhi ha,H
Ap bi zanaii ho mariyam,H
Ap jahil ho,H
Ap ka Imran khan se dil uth jayega.,H
Ap ki app working ni kr rhi ha,H
Ap ko kese pta khabees kn or achi kn i dnt agree with u,H
Ap log be pher in ki he poja kr lo shrm ki bat hy asy muftio k lye,H
ap lun khao,H
Ap sab se guzarish he jaha afghani dikhy chitrol kia karo uski taky dfa hojay yaha se,H
ap shobaz shareef ki rakhel hain. . .,H
ap siraf ik ki baat kar rahay ho lekin ye nahi khetay pakistan may siraf ik laal masjid he nahi baki b masjiday hen jis may rozana bomb blast huway hen our hamaray log shaheed huway wo us nay toh nahi ki hen jis nay ki hen usko bro ap b achi tarah jantay ho our ham b,H
apkee bachay London mein parhai karta hai hamara bachay dehshat gardi mein shaheed ho rahay hain aur dehshat gardon ko maffi deta hai ahsanullah Allah ahsan ko turkey bhaj dia,H
apki ghair sanjeedgi ki wajah se tax revenue mein 600 arab ka khasara hai,H
apko aisi bakwas per kernay per sharam aani chahiye,H
apna anaaj khud ugaa lo bharwo,H
apna bawaseer jesa moun le ker meray paas na aaya ker,H
apna kuttey jesa moun le ker chala ja yahan se,H
apnay baap ki mehangai ka b zikar kar ab yahoodi khan k supporter,H
"apne aap ko naik aur soofi zahir kerna bohut hi afsosnaak amal hai, tumhen sharam aani chahiye",H
apne baap arjun chutiye ke baare mein bol na,H
apne baap ko hijra nahi bolte,H
"apne baap nayazi ki tasweer lagana nahi bhoolay dosray abba bajoh ki bhi laga do koi dhondh kar, chalo kutton bhonkna shuru karo .",H
"apne to aaj unke moun pe gober ke bharey jootey marey hein, woh  bhi 48 number waley chitter se",H
apne walid Muhammad zubair k pas ja k b video bna,H
apney baap ko chutiya banaye ga ab,H
Apni aunty Ko smjyo thora dame tm py gye ha..,H
apni behen ko b preganant ker dein phir sastay,H
Apni bhan da reshta dey nwaz leeg walon ko,H
apni gaand mein daal le mirchen,H
apni gaand mein se phool nikal ke khud ko jadugar nahi samajhta main,H
apni gao mata ko chodnay walon ko azadi kis bharwe ne di?,H
apni kuttey jesi shakal le ker yahan se dafa ho jao aur wapis mat aana,H
apni londeya aaj meray sath sula de chacha,H
apni shakal dekho aur khush fehmiyan dekho,H
apny bhai ki tarah inka b passion hai sangeet ki gaand marna,H
Apny pas hi rkho fresh take,H
appka dimagh apke ghutnon mein hai kia?,H
aps ke bacho ka hisab dena parega,H
aps pashtoono k khilaf sazesh thee,H
APS shohada ke khandan ki laanat aap ke sath bezaar aur khaufzadah ho .,H
Apsay ksi ny pocha ,H
aqaid per samjhota kernay waley islam ke ghaddar hein,H
Aqal k andhey tomhey minaar e pakistan dikhai nahi deta...lahore hey bc ,H
Aqleeyat kabi marlimant ma a he nae skte,H
aqwaam e muttahidah ki qarardadon ke bawajood bharat kashmir per qabiz hai,H
Aqwaam mutahidda ne kaha ke pashtoon qoum parasti ki bunyaad par taliban ki himayat karta hai jo ke is ka mukammal ta-assur aur narmi hai pashtoon ne taliban ko mustard kar diya aur inhen kabhi qubool nahi karen ge pehlay din se hi hum is aadmi ko taalib Khan kehte hain,H
"aqwam e muttahida kashmir ke maamley per goongi, behri aur andhi ho jati hai",H
aqwam e muttahidah ko baton se aagey barh ker maqbooza kashmir ke liye kuch krna hoga,H
Ar afghan bulaow,H
arab legue aur turkey ne israel ke wazeer e azam netanyahu ki janib se maghrabi kinarey ki jordan ki waadi mein yahoodi bastiyan bananey ke ailaan ki muzammat kertay huwey beyan ko nasal parastaana qarar de diya,H
"arab mumalik iraq mein nasal kushi ker rahey hein lekin europe mein koi ehtijaj nahi ho raha, europe bhi aisy hi tabah hoga",H
arayen jahan bhi nazar aye maar do,H
"arbiyon aur unke leaders ke liye zindagi ka matlab hai khawateen, nasha aur eyashi kerna hai",H
archer aur smith ne eik dusrey per lafzi bouncers ki bochaar ker di,H
are baggey itna ganda hai tu tujhe dekh ke to kutya bhi na ah ah kare,H
Are bahnchod itna taiz kaisay bol leta hai,H
area ki sari tawaifein eik taraf mager teri baji ka alag hi level hai,H
arey behen ke loro pagal ho gaya hun main ab bas ker do,H
arey bigboss ka chutiyapa band karo bhenchod,H
arey khusrey establishment teray jesay hijrey pe thookti bhi nahi,H
arey lora taraqqi hui hai is mulk mein,H
arey lun pe charh geya aisa andaaz,H
arey maa ki choot babu ki,H
arey o badnasli loray dafa ho yahan se,H
arey o chacha! ager lund nai katwana to niklo idher se,H
Army nay tu America k hawaly kia ta. Aur dollars  lye ty.,H
"Army officers k lea sari Zindagi hospitalisation free ..Zameen 2,300 ekar...Land crosiers pay bachy school jty..Wo b hnry pasay hty jnb",H
Arre BC  Ye toh debate hee shru hogye,H
"article 149 ke zariye soobai khudmukhtaari per hamlah kernay ja rahey hein, pakistan ki salmiyat ke sath mat khelen, hum iski muzammat kertay hein",H
article 370 ke khaatmey ke baad maqbooza kashmir mein modi sarkar ke khilaf teen hafton mein 500 muzahirey ho chukey hein,H
"Article 370, 35A ne jammu kashmir ko dehshat gardi ka tohfa diya",H
"arundhati roy ka kehna hai ke kashmir, manipur, nagaland, mizoram, telangana, punjab, goa aur hyderabad mein bhi bharti hakumat ne jung cheir rakhi hai",H
ary banany walay kee qabar par banda roz peshab karey,H
ary bhai iske to loray lg gaye hein,H
ary chootye ghalt photo hai ye,H
ary funny bhai ruk jao wrna mery tatty phat jayen gy hans hans k,H
ary hut na bharwy,H
Ary lant ho kameno ...Kam b krty ho awr per Mukr b jaty ho ..,H
Ary Randi k bachy hai,H
Ary walo ko banol ka drum do .in k pichware Jo michen lgi Hain woh km hon,H
As mentioned 3 Tharki soo mjhe app loog hi yaad aye,H
Asal baat ya ha k ALLAH na farmaya ha k jasi riyaya ho gi asay hi hakim in par mosallat kro ga tu awam hi chor or kanjar ho tu jasay k ya orat jo k orat nam par ak dabba ha.,H
Asal masla yehi hei k wo iss umar mein bhi shadi kr sakta hei ,H
asal mein ye lanti e azam ghareeb awam ko opposition samajhta hai,H
ashish gandu insan hai,H
Ashraf ghani india our America ka wafa dar kuta hi ab cumeti bana deia kl boliga yi hmla b Pakistan ni kia hi,H
asia hi hota hai jab aap charas ka nasha kernay ki bajaye gaand soongh ker so jayen aur subah uth ker lund banney ki baten karen,H
"asif zardari aur faryal talpur ka pindi mein trial badneyati per mabni hai, un per ilzamaat media trial ke siwa kuch nahi",H
"asif zardari ka muqaam jail hai aur wo wahin per hein, haspataal muntaqili medical board karey ga",H
asif zardari to kisi sasti raand ka bacha hai,H
Assam ke ander eik bengali hona sangeen gunehgaar honay ke mutraadif hai,H
"Assam mein laakhon musalmaan bharti shehriyat se mehroom, dunya mein khatrey ki ghantiyan baj jani chahiyen",H
Ataa kuch nhii hy or batt krty hy shiaaaa,H
"Atanki nahi, Desh bhakto ka hamla",H
atif zaman ne 66 se zaid afraad ko 1 arab 9 crore 54 lakh rupey ka choona lagaya,H
Attankistan ka PM pagal ho gaya hai. Malum nahi kya bolna hai. Bas Kashmir kah raag rona hai. Or Taliban kah sath dena hai,H
august mein bharti fouj ne bachey aur khatoon sameit 16 kashmiriyon ko shaheed kiya,H
Aunti ko bolo beth ky road khai road ko dekh ky study karwai apne bacho ko jahil awam,H
Aunti pootar gyen hain paki patwaran,H
auntie got no chill #sakhtlaondi asi argument humari office ma hoti thi ,H
Aunty ap ka bhi fitay munh ,H
Aunty apse 1 request hai Ap just PogO hO hi dekhO Qk us mai nawaz Ganja kUch zyada hi ata hai,H
aunty bik gai Hai ,H
Aunty bik gyi hai,H
Aunty bolein tou sahi uncle bolein tou offensive xD,H
Aunty hogai hain pagal wagal,H
Aunty itna kiun machal rahi hain,H
Aunty jahaliyat k arooj pay hain.,H
aunty ji imran khan ney ortey nhi nachwai uski party ne kya pti hi aygi nwaz ki to nind hogyi haram abb,H
Aunty ji tumari tarhan unparh hain bichari,H
Aunty k liye dua kro Aunty hill gae...! ,H
aunty ka ghussa check kren ,H
Aunty ka masla pta kya...aunty ko pta kch hai nai..hawai fire mari jar rhi :D,H
Aunty ki aisi ki taisi...,H
Aunty ki cheekhain zahir kar rhi hain k wo kitni chalu hain ,H
Aunty ki date of birth pay lannat aur pechay Jo bandari k bachay bhaith k clapping kr rahay h woh woh qoum h Jo ghr daal k paisay dai k jati h to wapsi pay ghr chota ghoust paka hota h ...,H
